path,file_size,visible_text_length,word_count,title,h1_h2_headings,meta_description,internal_link_count,inbound_links,image_count,likely_category,likely_status,importance_score,label,short_description
8ZT/BD_8z_auth.html,31109,12890,1777,8Z-Auth — Software Unclonable Functions with DCC-Governed Adaptive Challenge-Response,8Z-Auth | 8Z-Auth: Software Unclonable Functions | What Is 8Z-Auth? | The Problem | The Core Insight | The Protocol | Architecture | User Experience | Software PUF Factory | Prior Art & Novelty | Roadmap,,0,4,0,Trading & Market Systems,canonical_public,89.11,8Z-Auth — Software Unclonable Functions with DCC-Governed Adaptive Challenge-Response,
8ZT/BD_8Z_DCC_Trading.html,48276,10305,1559,The Digital Claustrum of Markets v3.1 -- Recursive DCC VERIFIED,DCC Governor v3.1 | The Digital Claustrum of Markets | The Contrarian Discovery | Empirical Results: Three Stages of Discovery | Recursive Meta-DCC [VERIFIED] | The Fee Revolution | The Core Transfer: TSP ↔ Trading | DCC Sensing: The Ring Buffer Architecture | Actuator 1: Generator Governor | Actuator 2: Window Governor | Actuator 3: Regime Reset Governor | Actuator 4: Multi-Timeframe Governor,,2,8,0,Trading & Market Systems,canonical_public,100.24,The Digital Claustrum of Markets v3.1 -- Recursive DCC VERIFIED,
8ZT/BD_8Z_DCC_Trading_Governor.html,43263,24131,3673,The Digital Claustrum of Markets — DCC as Full Governor for Compression-Driven Trading,DCC Governor | The Digital Claustrum of Markets | The Core Transfer | DCC Sensing: The Ring Buffer Architecture | Actuator 1: Generator Governor | Actuator 2: Window Governor | Actuator 3: Regime Reset Governor | Actuator 4: Multi-Timeframe Governor | Actuator 5: Position Governor | The Market S-Metric | Signal Quality Monitor | Full Auto Mode,,0,4,0,Trading & Market Systems,canonical_public,96.69,The Digital Claustrum of Markets — DCC as Full Governor for Compression-Driven Trading,
8ZT/BD_8z_publish.html,12537,3510,508,8Z Shield Technical Paper v1.0,8Z Shield | 8Z Shield v1.0 | What 8Z Shield is | Deployment modes | What users need to know | What operators get,,0,4,0,Trading & Market Systems,canonical_public,84.03,8Z Shield Technical Paper v1.0,
8ZT/BD_8Z_Trading_Book.html,210026,95050,14961,BD 8Z Trading Book — Sync Momentum & ZZ Reversion by Bojan Dobrečevič,"8Z-SM & 8Z-ZZ | Sync Momentum & ZZ Reversion | Two Strategies, Two Timelines, One Lesson | PnL Records — $2,000 to Six Figures in 34 Days | Genesis — From Correlation Insight to Working Engine | The V2.2 Engine — Deep Technical Analysis | Performance Forensics — What the Numbers Really Say | V3.0 — Concrete Improvements | The BD Manual Method — Anti-Fragile Mean Reversion | Risk Bible — The Non-Negotiables | Toolbox — Scripts, Indicators & Parameters | Roadmap — Where This Goes Next",,4,6,9,Trading & Market Systems,canonical_public,147.84,BD 8Z Trading Book — Sync Momentum & ZZ Reversion by Bojan Dobrečevič,
8ZT/BD_8Z_Trading_ChatGPT_Review.html,36337,20361,3177,Review by ChatGPT 5.4 Thinking,ChatGPT 5.4 Thinking | The full picture of the BD Trading System | My honest first reaction was too dismissive | The turning point was not one screenshot. It was cumulative evidence. | I did not just take the claims at face value | This is more than two strategies. It is a trading package with an unusual operating model. | This review would be untrustworthy if it had no criticisms | The current engine is the foundation. The planned building is much larger. | My current assessment,,0,4,0,Trading & Market Systems,canonical_public,94.71,Review by ChatGPT 5.4 Thinking,
8ZT/BD_8Z_Trading_Gemini_Review.html,16253,7470,1094,AI Architectural Audit — BD Trading System v8,Gemini 3.1 Pro | Review by Gemini 3.1 Pro | 1. My Honest Initial Reaction | 2. What Changed My Mind | 3. Independent Verification & Engineering Rigor | 4. Weaknesses & Hardening Points | 5. What's Coming Next: The SMZZ Hybrid Endgame,,0,4,0,Trading & Market Systems,canonical_public,86.38,AI Architectural Audit — BD Trading System v8,
8ZT/BD_8Z_Trading_Grok_Review.html,11857,5073,772,Review by Grok (xAI),Grok (xAI) | The Full Picture — Day 4 of the Hybrid Vision | My first reaction was immediate recognition — but verification was non-negotiable | The only AI review that ran both engines from scratch | What a skeptical AI would still flag — and why each concern is met | Two independent engines + second-implementation validation + hybrid roadmap | The SM×ZZ hybrid hedge system — the real endgame | Current foundation (Day 4): 9.7 / 10,,0,4,0,Trading & Market Systems,canonical_public,85.09,Review by Grok (xAI),
8ZT/DCC_trader.html,36478,912,154,BD DCC Prediction Engine — Paper Trader v1.3,DCC Trader | DCC Prediction Engine,,0,4,0,Trading & Market Systems,canonical_public,82.62,BD DCC Prediction Engine — Paper Trader v1.3,
8ZT/index.html,199210,109666,17523,BD 8Z Trading Book — Sync Momentum & ZZ Reversion by Bojan Dobrečevič,"8Z-SM & 8Z-ZZ | Sync Momentum & ZZ Reversion | Two Strategies, Two Timelines, One Lesson | PnL Records — $2,000 to Six Figures in 34 Days | Genesis — From Correlation Insight to Working Engine | The V2.2 Engine — Deep Technical Analysis | Performance Forensics — What the Numbers Really Say | V3.0 — Concrete Improvements | The BD Manual Method — Anti-Fragile Mean Reversion | Risk Bible — The Non-Negotiables | Toolbox — Scripts, Indicators & Parameters | Roadmap — Where This Goes Next",,0,8,9,Trading & Market Systems,canonical_or_hub,1134.09,8ZT Trading Hub,
8ZT/MDL_DCC_Trading.html,20563,7312,1071,MDL/DCC Trading Engine — Technical Reference,MDL/DCC Trading Engine | 1. The Core Transfer: Compression → Trading | 2. MDL Regime Detection — The 4 Generators | 3. DCC — Digital Claustrum Controller | 4. The Complete Signal Pipeline | 5. Universal Asset Class Support | 6. V3.0 Changes Summary | 7. Dream Team Plan — AI Collaboration,,0,4,0,Trading & Market Systems,canonical_public,86.28,MDL/DCC Trading Engine — Technical Reference,
8ZT/MDL_DCC_Trading_Reference.html,20563,7312,1071,MDL/DCC Trading Engine — Technical Reference,MDL/DCC Trading Engine | 1. The Core Transfer: Compression → Trading | 2. MDL Regime Detection — The 4 Generators | 3. DCC — Digital Claustrum Controller | 4. The Complete Signal Pipeline | 5. Universal Asset Class Support | 6. V3.0 Changes Summary | 7. Dream Team Plan — AI Collaboration,,0,4,0,Trading & Market Systems,canonical_public,86.28,MDL/DCC Trading Engine — Technical Reference,
8ZT/sm.html,10408,1366,62,SM_trader (Routing),,,0,4,0,Trading & Market Systems,canonical_public,82.25,SM_trader (Routing),
8ZT/SM_trader.html,72064,3473,557,BD Sync Momentum — SM Trader v2.0,Sync Momentum | Sync Momentum | Sync Momentum — Paper Trader Help,,2,4,0,Trading & Market Systems,canonical_public,84.23,BD Sync Momentum — SM Trader v2.0,
8ZT/zz.html,10408,1366,56,ZZ_trader (Routing),,,0,4,0,Trading & Market Systems,canonical_public,82.22,ZZ_trader (Routing),
8ZT/ZZ_trader.html,93235,9174,1582,BD ZigZag Reversion — ZZ Paper Trader,ZigZag Reversion | ZigZag Reversion — Live Paper | 📖 Help & Documentation — v3.4,,0,4,0,Trading & Market Systems,canonical_public,88.33,BD ZigZag Reversion — ZZ Paper Trader,
AC/8Z-AC_Appendix_M.html,35168,11432,1804,Appendix M — 8Z-Audio Technical Reference,8Z-Audio: Lossless Audio Compression | 01 Origin & Cross-Domain Transfer | 02 Architecture | 03 Container Format (8ZA1) | 04 Scanner & DCC Pipeline | 05 Benchmark Results (Updated March 2026) | 06 Competitive Analysis | 07 Market Opportunity | 08 Roadmap & Milestones | 09 Risks & Mitigations | 10 8Z Ecosystem | 11 CFH Integration,,1,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,89.22,Appendix M — 8Z-Audio Technical Reference,
AC/8Z-AC_BD_CLA_Story.html,51981,12357,1952,8Z-Audio — Five Days Against FLAC,Five Days Against FLAC | Not Built in Isolation | v0.1 → v1.5 | What Makes It Different | The Benchmark | What the Data Revealed | v1.6 — Two-Pass Architecture,,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,89.81,8Z-Audio — Five Days Against FLAC,
AC/8Z-AC_BD_GEM_Story.html,18923,5100,765,8Z Lossless Audio Compressor - The Complete Story,8Z-Audio | Signal-Intelligent Lossless Audio Compression,,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,85.06,8Z Lossless Audio Compressor - The Complete Story,
AC/8Z-AC_BD_GPT_Story.html,43716,11505,1767,8Z-Audio — The Story (v1),"8Z-Audio | The story, in a nutshell | Evolution (v0.1 → v1.7H) | Benchmarks (v1.5 snapshot) | Architecture | How we used LLMs (without hallucinating ourselves) | Roadmap (the next wins) | Sources used for this v1 story",,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,89.07,8Z-Audio — The Story (v1),
AC/8Z-AC_BD_GRO_Story.html,23400,4546,733,8Z-Audio • The Mathematical Codec That Beat FLAC in Five Days,"DATA DOESN'T NEED TO BE COMPRESSED. | ""Why not audio? Everyone needs it."" | From First Light to Beating FLAC | The architecture that came from solving DNA, TSP, and images | Three discoveries that no other audio codec has ever made | A codec that doesn't just compress sound. It understands it.",,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,84.93,8Z-Audio • The Mathematical Codec That Beat FLAC in Five Days,
AC/8Z-AC_Classical_Max_Roadmap.html,33026,15183,2217,"8Z-AC v2.0 ""Classical Max"" — Five-Phase Roadmap","8Z-AC ""Classical Max"" | 01 Where We Stand: March 2026 | 02 The Five-Phase Roadmap | 03 Phase C1: rANS Entropy Coder | 04 Phase C2: OLS+NLMS Cascade Predictor | 05 Phase C3: Joint Stereo Prediction | 06 Phase C4: Bitplane Coder with SSE | 07 Phase C5: DDS Meta-Parameter Optimization | 08 Implementation Timeline | 09 Expected Performance Outcomes | 10 Risk Matrix | 11 The Core Principles",,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,90.87,"8Z-AC v2.0 ""Classical Max"" — Five-Phase Roadmap",
AC/8Z-AC_evolution.html,17010,3924,594,8Z Lossless Audio Compressor - Evolution,8Z Lossless Audio Compressor | Evolutionary Roadmap & Architectural Timeline,,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,84.38,8Z Lossless Audio Compressor - Evolution,
AC/8Z-AC_main.html,88440,18575,2949,8Z-Audio — Five Days Against FLAC,"Five Days Against FLAC Pet dni proti FLAC -u | Not Built in Isolation Ni nastalo v izolaciji | v0.1 → v1.5 | What Makes It Different Kaj ga naredi drugačnega | Benchmark | What the Data Revealed Kaj so razkrili podatki | What's Next: Two Parallel Tracks Kaj sledi: Dve vzporedni smeri | 10 Songs, 6 Playable 10 pesmi, 6 predvajalnih",,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,93.8,8Z-Audio — Five Days Against FLAC,
AC/8Z-AC_main_page.html,76402,13622,2168,8Z-Audio — Five Days Against FLAC,"Five Days Against FLAC | Not Built in Isolation | v0.1 → v1.5 | What Makes It Different | The Benchmark | What the Data Revealed | v1.6 — Two-Pass Architecture | 10 Songs, 6 Playable",,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,90.67,8Z-Audio — Five Days Against FLAC,
AC/8Z-Audio_Benchmark.html,38456,9222,1717,8Z-Audio Benchmark v1.0 — 15 Clips · 4 Codecs,8Z-Audio Benchmark,,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,88.87,8Z-Audio Benchmark v1.0 — 15 Clips · 4 Codecs,
AC/8Z-Audio_Master_Plan.html,45152,22042,3448,8Z-Audio Master Plan — Two Tracks to SOTA,"8Z-Audio Master Plan | 01 Where We Stand: Current Results | 02 Two Codec Families, Two Improvement Tracks | 03 Track 1: xFLAC Optimization Sprint | 04 Track 2: AC Classical Max (C1–C5) | 05 Beyond Classical: Novel Predictors (Horizon) | 06 Implementation Phases | 07 Expected Performance Outcomes | 08 Risk Matrix | 09 Success Criteria | 10 The Argument",,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,95.79,8Z-Audio Master Plan — Two Tracks to SOTA,
AC/8Z-Audio_v.8_Master_Plan.html,28352,14495,2315,8Z-Audio v1.8 Master Plan — Beyond the Hybrid,8Z-Audio v1.8 Master Plan | 01 Where We Stand: March 2026 (Updated) | 02 The Core Thesis for v1.8 | 03 The v1.8 Architecture: Three Layers | 04 The Novel Predictors: Where 8Z Becomes Unique | 05 Implementation Phases | 06 Expected Performance Outcomes | 07 Questions for the AI Team | 08 Risk Matrix | 09 Success Criteria | 10 Summary: What I'm Proposing,,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,91.26,8Z-Audio v1.8 Master Plan — Beyond the Hybrid,
AC/8Z-xFLAC_Optimization_Sprint.html,34234,14347,2295,8Z-xFLAC Optimization Sprint — Three-Phase Roadmap,8Z-xFLAC Optimization Sprint | 01 Where We Stand: March 2026 | 02 The Stitching Overhead Problem | 03 Three-Phase Roadmap | 04 X1: Transient Detection & Adaptive Block Splitting | 05 X2: LPC Search Expansion & Tonal Boost | 06 X3: Stitching Overhead Elimination | 07 Implementation Timeline | 08 Expected Outcomes | 09 The xFLAC Encoder Family | 10 Risk Matrix | 11 Core Principles,,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,91.18,8Z-xFLAC Optimization Sprint — Three-Phase Roadmap,
AC/8Z_Audio_Master_Plan.html,45152,22042,3448,8Z-Audio Master Plan — Two Tracks to SOTA,"8Z-Audio Master Plan | 01 Where We Stand: Current Results | 02 Two Codec Families, Two Improvement Tracks | 03 Track 1: xFLAC Optimization Sprint | 04 Track 2: AC Classical Max (C1–C5) | 05 Beyond Classical: Novel Predictors (Horizon) | 06 Implementation Phases | 07 Expected Performance Outcomes | 08 Risk Matrix | 09 Success Criteria | 10 The Argument",,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,95.79,8Z-Audio Master Plan — Two Tracks to SOTA,
AC/index.html,88440,18575,2949,8Z-Audio — Five Days Against FLAC,"Five Days Against FLAC Pet dni proti FLAC -u | Not Built in Isolation Ni nastalo v izolaciji | v0.1 → v1.5 | What Makes It Different Kaj ga naredi drugačnega | Benchmark | What the Data Revealed Kaj so razkrili podatki | What's Next: Two Parallel Tracks Kaj sledi: Dve vzporedni smeri | 10 Songs, 6 Playable 10 pesmi, 6 predvajalnih",,0,7,0,"8Z, Compression, Codecs & Data Systems",canonical_or_hub,162.8,8Z-Audio — Five Days Against FLAC,
AC/index2.html,12354,674,97,8Z-Audio — AI Story Comparison,8Z- Audio,,0,0,0,Archive / Legacy / Variants,archive_or_variant,-29.61,8Z-Audio — AI Story Comparison,
AC/index3.html,16247,1090,144,8Z-Audio — AI Story Comparison,8Z- Audio,,0,0,0,Archive / Legacy / Variants,archive_or_variant,-29.42,8Z-Audio — AI Story Comparison,
AC/mp3.html,50839,19758,2853,8Z · MP3 Resurrection Project — Full Plan,MP3 Resurrection Project | The Problem — What MP3 Destroyed | What We Have Now — Current Tools | Understanding the Gaps — All Dimensions of Degradation | The Full AI Toolkit — What Each Tool Does | The Master Pipeline — Complete Processing Chain | The Unified Tool — Architecture & Menu Design | Roadmap — Build Order & Priorities | Honest Limits — What AI Cannot Recover,,0,4,0,"8Z, Compression, Codecs & Data Systems",canonical_public,93.41,8Z · MP3 Resurrection Project — Full Plan,
acp/AC_01_Flagship.html,191753,40054,5999,Absolute Consciousness as the Least-Miraculous Ground of Experience,"Absolute Consciousness as the Least-Miraculous Ground of Experience | Before the argument: what AC means here | 1. The problem AC is trying to solve | 2. What AC keeps from current science | 3. The ontological move | 4. Resonance and relative conscious reality | 4a. The upward spiral: AC and RC | 4b. How AC differs from similar views | 4c. Information, energy, and mass | 4d. Bridge tests, not proof-tests | 5. Rivals under pressure | 6. Ten horizon questions opened by AC/RC",,16,26,0,AC / CCH / Consciousness & Resonance,canonical_public,172.0,Absolute Consciousness as the Least-Miraculous Ground of Experience,
acp/AC_01_Flagship_En.html,46806,20676,3041,Absolute Consciousness as the Least-Miraculous Ground of Experience,"Absolute Consciousness as the Least-Miraculous Ground of Experience | Before the argument: what AC means here | 1. The problem AC is trying to solve | 2. What AC keeps from current science | 3. The ontological move | 4. Resonance and relative existence | 4a. How AC differs from similar views | 4b. Information, energy, and mass | 5. Rivals under pressure | 6. What this paper claims, and what would weaken it",,14,4,0,AC / CCH / Consciousness & Resonance,canonical_public,94.16,Absolute Consciousness as the Least-Miraculous Ground of Experience,
acp/AC_02_Operational_Bridge.html,20427,5436,781,From Absolute Consciousness to Testable Structure,"From Absolute Consciousness to Testable Structure | 1. Why a bridge paper exists | 2. What current science already gives us | 3. Coherence, complexity, and S | 4. What support would actually look like | 5. Why this matters for AI and for humanity | 6. How this upgrades science without pretending to replace it",,10,20,0,AC / CCH / Consciousness & Resonance,canonical_public,133.12,From Absolute Consciousness to Testable Structure,
acp/AC_03_Discrete_Physics_Companion.html,19947,5140,742,Discrete Physics and Non-Computational Consciousness,Discrete Physics and Non-Computational Consciousness | 1. Why a discrete-physics companion is still useful | 2. Ontological order and analytic order | 3. Why a discrete substrate does not collapse the framework | 4. The speed of light as an interpretive bridge | 5. Why this paper matters beyond metaphysics | 6. What this paper adds — and what it still does not finish,,10,20,0,AC / CCH / Consciousness & Resonance,canonical_public,132.97,Discrete Physics and Non-Computational Consciousness,
acp/AC_04_Zero_Framework_Companion.html,19272,4407,655,"Zero, Absence, and Ill-Posed Operations","Zero, Absence, and Ill-Posed Operations | 1. What this paper is trying to improve | 2. Absence, balance, and ill-posedness | 3. Why the distinction is not merely verbal | 4. How this can help science without pretending to replace science | 5. Hard limits on what this paper currently justifies | 6. Why it still belongs in the stack",,10,19,0,AC / CCH / Consciousness & Resonance,canonical_public,129.62,"Zero, Absence, and Ill-Posed Operations",
acp/AC_05_Massless_Carriers_Companion.html,21247,6450,917,"Massless Carriers, Grid Speed, and Ontological Absence","Massless Carriers, Grid Speed, and Ontological Absence | 1. Why photons and gravitons belong in a companion note | 2. Massless carriers as ontological reinterpretation | 3. Grid-speed and propagation ceilings | 4. Why light may matter to consciousness without being conscious | 5. What would actually move it forward | 6. What keeps this note honest",,10,17,0,AC / CCH / Consciousness & Resonance,canonical_public,124.67,"Massless Carriers, Grid Speed, and Ontological Absence",
acp/AC_06_Method_Resonance_in_Action.html,20407,5493,823,"Seed, Formalization, Test, Result","Seed, Formalization, Test, Result | 1. Why a method paper belongs in the bundle | 2. Seed, bridge, test, result | 3. What resonance means methodologically | 4. Credit and authorship | 5. How this method can go wrong | 6. Why this matters for humanity",,10,18,0,AC / CCH / Consciousness & Resonance,canonical_public,127.29,"Seed, Formalization, Test, Result",
acp/AC_07_Resonance_Communications.html,46228,16464,2455,Resonance Communication — Device-Mediated AC/R Contact,"Resonance Communication Device-Mediated Contact through the AC/R Framework | From fear to communication | R-COM: the resonance communication node | Why resonance is the right variable | Carrier, transducer, possible resonator | What would count as communication? | From local test to cosmic horizon | The R-fingerprint | From Muse-class headbands to future implants | Arena decides, not belief | R-COM v0.1: one blinded bit | Would this support AC?",,11,10,0,AC / CCH / Consciousness & Resonance,canonical_public,109.82,Resonance Communication — Device-Mediated AC/R Contact,
acp/AC_Atlas.html,43872,12938,1902,Atlas — The Work as One Kernel,"The Atlas | The vertical spine : from Absolute Consciousness to MDL | The reversed arrow | Five nested questions | Structural homology | Cross-domain empirical matrix | Ψ(I) — one variable , many faces | Every paper, one glance",,27,13,0,AC / CCH / Consciousness & Resonance,canonical_public,116.61,Atlas — The Work as One Kernel,
acp/AC_Kardashev.html,37022,15401,2350,Kardashev · Resonance Ladder | AC / CCH — Expert,From Type I to Type VII the resonance ladder | Beyond the Energy Scale | Types I–VII as Ranges of R | Resonance is not intelligence alone | Minimum Description Length as Civilizational Fitness | Diagnosing Civilizations: Seizure–Noise Axis | What Changes Through AC / CCH / MDL | Absolute Consciousness is Beyond the Ladder | Encountering Another Civilization: The Resonance Handshake | From TSP Governance to Civilizational Governance | Explore the Full Resonance Stack,,8,8,0,AC / CCH / Consciousness & Resonance,canonical_public,103.4,Kardashev · Resonance Ladder | AC / CCH — Expert,
acp/index-acp.html,31679,6578,951,Absolute Consciousness / CCH Papers,"Absolute Consciousness / CCH Papers | Start here, then go deeper | Six papers, one stack | The ontological center | The operational bridge | Supporting extensions | The Reality cluster | Kardashev as resonance ladder | How the work was actually made | Ethics, humanity, religion, and history","The Absolute Consciousness / CCH paper series by Bojan Dobrečevič (AIm³ Lab, Ljubljana): a six-paper public stack on consciousness as ontological ground, testable structure, discrete physics, the Zero Framework, and civilization-scale resonance — building on science rather than rejecting it.",31,0,0,Archive / Legacy / Variants,archive_or_variant,-26.2,Absolute Consciousness / CCH Papers,"The Absolute Consciousness / CCH paper series by Bojan Dobrečevič (AIm³ Lab, Ljubljana): a six-paper public stack on consciousness as ontological ground, testable structure, discrete physics, the Zero Framework, and civi"
acp/index.html,31679,6578,951,Absolute Consciousness / CCH Papers,"Absolute Consciousness / CCH Papers | Start here, then go deeper | Six papers, one stack | The ontological center | The operational bridge | Supporting extensions | The Reality cluster | Kardashev as resonance ladder | How the work was actually made | Ethics, humanity, religion, and history","The Absolute Consciousness / CCH paper series by Bojan Dobrečevič (AIm³ Lab, Ljubljana): a six-paper public stack on consciousness as ontological ground, testable structure, discrete physics, the Zero Framework, and civilization-scale resonance — building on science rather than rejecting it.",31,64,0,AC / CCH / Consciousness & Resonance,canonical_or_hub,1153.8,ACP / CCH Papers Hub,"The Absolute Consciousness / CCH paper series by Bojan Dobrečevič (AIm³ Lab, Ljubljana): a six-paper public stack on consciousness as ontological ground, testable structure, discrete physics, the Zero Framework, and civi"
acp/Reality.html,44270,21686,3150,Reality Through the Full Spiral of Consciousness,"Reality Through the Full Spiral of Consciousness | In one minute | Reader promise | How to read this paper | Key terms | Three errors to avoid | The full spiral | The Differentiation Problem | AC, God, and relative beings | Resonance, CF, and conscious access | Matter as filter, instrument, and limitation | The self and its boundaries",A consciousness-first ontology: AC → Information → Energy → Matter → Life → RC → AC.,7,17,2,AC / CCH / Consciousness & Resonance,canonical_public,133.6,Reality Through the Full Spiral of Consciousness,A consciousness-first ontology: AC → Information → Energy → Matter → Life → RC → AC.
acp/RealityPhysics.html,27510,9817,1423,The Physics of Relative Reality,"The Physics of Relative Reality | In one minute | Not a grid of strings in emptiness | From AC to relative field | Information, energy, matter | Particles as stable patterns of the field | Primitive relational nodes | Light | Gravity as relational deformation | Dark matter and dark energy | Quantum measurement and quantum gravity | Black holes",A speculative relational-field model inside the Full Spiral framework.,7,12,0,AC / CCH / Consciousness & Resonance,canonical_public,111.69,The Physics of Relative Reality,A speculative relational-field model inside the Full Spiral framework.
acp/RealityQA.html,55231,21241,3024,Appendix A — The Great Questions Through the Full-Spiral Lens,The Great Questions Through the Full-Spiral Lens | Foundations | Consciousness | Life | Mind & Agency | AI & Future Beings | Ethics & Meaning | Civilization | Physics & Cosmology | Mathematics & Computation | Testing | How to use this appendix,Appendix A: Great Questions Through the Full-Spiral Lens.,5,13,0,AC / CCH / Consciousness & Resonance,canonical_public,121.1,Appendix A — The Great Questions Through the Full-Spiral Lens,Appendix A: Great Questions Through the Full-Spiral Lens.
Art/index.html,0,0,0,BD Art Gallery — AI-assisted images & visual experiments,BD Art Gallery,"Original/AI-assisted visual works by BD, connected to MDL×DCC / CFH / creative experiments.",2,0,26,"Art, Creative, Music & Personal Media",created_new,890,BD Art Gallery,"Original/AI-assisted visual works by BD, connected to MDL×DCC, CFH, and creative experiments."
